NU_ANO_CENSO,NO_CURSO,CO_CURSO,IN_COMUNITARIA,IN_CONFESSIONAL,DURACAO,CENTRO,QT_MAT_AMPLA,QT_ING_AMPLA,QT_CONC_AMPLA,EVASAO,RETENCAO,SUCESSO,EVASAO_PUBLICA_TOTAL,RETENCAO_PUBLICA_TOTAL,SUCESSO_PUBLICA_TOTAL,EVASAO_PRIVADA_TOTAL,RETENCAO_PRIVADA_TOTAL,SUCESSO_PRIVADA_TOTAL,EVASAO_NAO INFORMADA_TOTAL,RETENCAO_NAO INFORMADA_TOTAL,SUCESSO_NAO INFORMADA_TOTAL,EVASAO_ETNICO_TOTAL,RETENCAO_ETNICO_TOTAL,SUCESSO_ETNICO_TOTAL,EVASAO_REDE PUBLICA_TOTAL,RETENCAO_REDE PUBLICA_TOTAL,SUCESSO_REDE PUBLICA_TOTAL,EVASAO_SOCIAL_TOTAL,RETENCAO_SOCIAL_TOTAL,SUCESSO_SOCIAL_TOTAL,EVASAO_AMPLA_TOTAL,RETENCAO_AMPLA_TOTAL,SUCESSO_AMPLA_TOTAL,EVASAO_BRANCA_TOTAL,RETENCAO_BRANCA_TOTAL,SUCESSO_BRANCA_TOTAL,EVASAO_PRETA_TOTAL,RETENCAO_PRETA_TOTAL,SUCESSO_PRETA_TOTAL,EVASAO_PARDA_TOTAL,RETENCAO_PARDA_TOTAL,SUCESSO_PARDA_TOTAL,EVASAO_MASCULINO_TOTAL,RETENCAO_MASCULINO_TOTAL,SUCESSO_MASCULINO_TOTAL,EVASAO_FEMININO_TOTAL,RETENCAO_FEMININO_TOTAL,SUCESSO_FEMININO_TOTAL,QT_MAT,QT_ING,QT_CONC
2018,FÍSICA,14323,,,4.0,CCMN,81.0,23.0,14.0,26.229508196721312,51.08045977011494,38.0,13.114754098360656,42.229885057471265,22.0,12.295081967213115,25.701149425287355,16.0,0.819672131147541,0.0,0.0,7.377049180327869,23.954022988505745,6.0,9.836065573770492,36.36781609195402,10.0,4.918032786885246,17.103448275862068,6.0,16.39344262295082,28.620689655172416,28.000000000000004,8.19672131147541,18.643678160919542,18.0,2.459016393442623,2.5517241379310347,0.0,6.557377049180328,15.264367816091953,16.0,23.770491803278688,24.64367816091954,34.0,2.459016393442623,38.712643678160916,4.0,133.0,43.0,19.0
2018,FÍSICA,44363,,,5.0,CCMN,142.0,38.0,11.0,25.339366515837103,75.53528207037795,14.634146341463413,14.027149321266968,78.42115062371998,4.878048780487805,10.85972850678733,52.36455036306088,6.097560975609756,0.4524886877828055,0.0,3.6585365853658534,9.049773755656108,29.18450940234593,0.0,13.574660633484163,39.74120275553901,1.2195121951219512,7.6923076923076925,21.70917892385031,0.0,11.76470588235294,59.123068329919946,13.414634146341465,8.597285067873303,35.77546080804319,8.536585365853659,0.0,5.808974120275553,0.0,10.85972850678733,26.698938745112642,4.878048780487805,20.81447963800905,72.6680320238317,12.195121951219512,4.524886877828054,22.379445168497487,2.4390243902439024,238.0,73.0,12.0
2018,FÍSICA MÉDICA,29307,,,4.0,CCMN,48.0,16.0,6.0,13.559322033898304,60.259740259740255,27.27272727272727,8.47457627118644,67.92207792207792,4.545454545454546,5.084745762711865,16.753246753246753,22.727272727272727,0.0,0.0,0.0,0.0,42.727272727272734,0.0,8.47457627118644,67.01298701298701,0.0,1.694915254237288,37.4025974025974,0.0,5.084745762711865,16.103896103896105,27.27272727272727,8.47457627118644,3.5064935064935074,22.727272727272727,0.0,6.493506493506493,0.0,1.694915254237288,43.246753246753244,4.545454545454546,6.779661016949152,22.98701298701299,22.727272727272727,6.779661016949152,57.53246753246752,4.545454545454546,82.0,31.0,6.0
2018,GASTRONOMIA,1125886,,,4.0,CCS,119.0,30.0,16.0,12.56544502617801,45.95660749506903,46.15384615384615,9.424083769633508,25.75608152531229,25.0,2.6178010471204187,26.906640368178824,21.153846153846153,0.5235602094240838,2.235371466140697,0.0,4.18848167539267,18.65548980933596,9.615384615384617,7.853403141361256,31.689677843523995,15.384615384615385,3.1413612565445024,21.334648257725178,3.8461538461538463,4.712041884816754,22.879684418145953,30.76923076923077,0.0,2.2518080210387903,30.76923076923077,1.0471204188481675,6.65680473372781,5.769230769230769,5.2356020942408374,18.014464168310322,7.6923076923076925,3.664921465968586,24.934253780407623,17.307692307692307,8.900523560209423,29.832347140039445,28.846153846153843,225.0,58.0,24.0
2018,GEOGRAFIA,14326,,,4.0,CCMN,146.0,29.0,21.0,8.636363636363637,46.0573476702509,46.666666666666664,5.909090909090909,30.33154121863799,16.666666666666664,4.545454545454546,40.761648745519715,16.666666666666664,0.0,0.0,13.333333333333334,2.727272727272727,20.95878136200717,3.3333333333333335,4.090909090909091,28.969534050179213,11.666666666666666,0.9090909090909091,20.546594982078854,1.6666666666666667,4.545454545454546,24.193548387096772,35.0,2.272727272727273,0.0,30.0,0.0,1.9086021505376343,1.6666666666666667,4.545454545454546,15.412186379928317,13.333333333333334,2.272727272727273,34.21146953405018,33.33333333333333,6.363636363636363,19.148745519713266,13.333333333333334,253.0,52.0,28.0
2018,GEOGRAFIA,314326,,,4.0,CCMN,114.0,34.0,19.0,14.285714285714285,41.76931690929451,52.63157894736842,6.802721088435375,10.451661067562524,36.84210526315789,6.122448979591836,34.49048152295633,15.789473684210526,1.3605442176870748,0.0,0.0,6.122448979591836,11.148438472066692,7.017543859649122,8.16326530612245,13.636929202438722,19.298245614035086,4.081632653061225,9.145203434117208,7.017543859649122,6.122448979591836,33.56973995271868,33.33333333333333,2.0408163265306123,13.587159387831282,33.33333333333333,3.4013605442176873,9.705113848450916,3.508771929824561,4.761904761904762,10.999129028244372,12.280701754385964,9.523809523809524,30.42179917879806,26.31578947368421,4.761904761904762,16.274729376633072,26.31578947368421,179.0,53.0,30.0
2018,GEOLOGIA,14327,,,5.0,CCMN,172.0,29.0,37.0,6.140350877192982,34.217616580310874,61.33333333333333,5.263157894736842,11.005181347150257,17.333333333333336,0.8771929824561403,38.61139896373057,36.0,0.0,0.0,8.0,3.070175438596491,5.678756476683938,2.666666666666667,3.9473684210526314,5.540587219343696,12.0,2.1929824561403506,5.68566493955095,1.3333333333333335,2.1929824561403506,30.61139896373057,49.333333333333336,1.3157894736842104,9.602763385146803,40.0,1.3157894736842104,0.0,4.0,0.8771929824561403,8.400690846286702,9.333333333333334,3.9473684210526314,35.56476683937824,29.333333333333332,2.1929824561403506,1.9620034542314333,32.0,260.0,46.0,46.0
2018,GESTÃO PÚBLICA PARA O DESENVOLVIMENTO ECONÔMICO E SOCIAL,1114296,,,4.0,CCJE,208.0,50.0,61.0,5.923344947735192,0.0,89.0909090909091,6.2717770034843205,10.725806451612902,38.18181818181819,2.7874564459930316,10.340909090909092,37.27272727272727,0.0,0.0,13.636363636363635,3.484320557491289,11.675219941348974,17.272727272727273,6.2717770034843205,12.565982404692082,33.63636363636363,3.8327526132404177,13.903958944281525,12.727272727272727,0.0,0.0,55.45454545454545,0.0,0.0,39.09090909090909,0.0,0.0,8.181818181818182,4.529616724738676,0.0,29.09090909090909,4.529616724738676,5.850439882697947,32.72727272727273,1.3937282229965158,0.0,56.36363636363636,369.0,99.0,98.0
2018,GRAVURA,14340,,,4.0,CLA,58.0,18.0,7.0,11.29032258064516,33.62068965517242,58.333333333333336,6.451612903225806,55.172413793103445,0.0,4.838709677419355,0.0,50.0,0.0,0.0,8.333333333333332,4.838709677419355,18.965517241379313,0.0,6.451612903225806,28.448275862068968,0.0,3.225806451612903,18.965517241379313,0.0,4.838709677419355,8.620689655172415,58.333333333333336,1.6129032258064515,17.52873563218391,25.0,1.6129032258064515,9.482758620689657,0.0,1.6129032258064515,9.482758620689657,16.666666666666664,4.838709677419355,24.856321839080458,16.666666666666664,6.451612903225806,15.948275862068966,41.66666666666667,88.0,33.0,7.0
2018,HISTÓRIA DA ARTE,113332,,,4.0,CLA,164.0,44.0,16.0,17.741935483870968,67.56776556776558,24.358974358974358,9.67741935483871,59.57509157509158,5.128205128205128,8.870967741935484,35.985347985347985,12.82051282051282,0.0,0.0,6.41025641025641,4.435483870967742,27.6996336996337,1.282051282051282,10.080645161290322,51.84615384615384,3.8461538461538463,6.854838709677419,24.54945054945055,1.282051282051282,7.661290322580645,31.765567765567766,20.51282051282051,6.451612903225806,20.55677655677656,12.82051282051282,0.4032258064516129,15.362637362637363,0.0,7.258064516129033,21.531135531135533,6.41025641025641,2.4193548387096775,40.395604395604394,7.6923076923076925,15.32258064516129,42.51282051282051,16.666666666666664,279.0,75.0,19.0
2018,LETRAS - PORTUGUÊS E ALEMÃO,1114221,,,4.0,CLA,30.0,0.0,1.0,0.0,71.42857142857143,28.57142857142857,0.0,0.0,14.285714285714285,0.0,66.1807580174927,14.285714285714285,3.9215686274509802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,85.71428571428571,14.285714285714285,0.0,51.31195335276968,14.285714285714285,3.9215686274509802,0.0,0.0,0.0,0.0,14.285714285714285,0.0,14.285714285714285,0.0,0.0,57.14285714285714,28.57142857142857,65.0,1.0,2.0
2018,LETRAS - PORTUGUÊS E ESPANHOL,1114225,,,4.0,CLA,86.0,2.0,9.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,100.0,5.217391304347826,0.0,0.0,0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,100.0,143.0,2.0,12.0
2018,LETRAS - PORTUGUÊS E FRANCÊS,1114226,,,4.0,CLA,78.0,1.0,12.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,100.0,0.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,75.0,0.0,0.0,100.0,130.0,1.0,16.0
2018,LETRAS - PORTUGUÊS E GREGO,1299978,,,4.0,CLA,15.0,1.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,31.0,1.0,2.0
2018,LETRAS - PORTUGUÊS E HEBRAICO,1299979,,,4.0,CLA,10.0,0.0,1.0,15.0,,,5.0,,,0.0,,,15.0,,,15.0,,,10.0,,,5.0,,,5.0,,,0.0,,,5.0,,,10.0,,,0.0,,,15.0,,,17.0,0.0,1.0
2018,LETRAS - PORTUGUÊS E INGLÊS,1114229,,,4.0,CLA,165.0,3.0,15.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,71.42857142857143,0.0,0.0,14.285714285714285,0.0,0.0,100.0,0.0,0.0,42.857142857142854,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,14.285714285714285,0.0,0.0,85.71428571428571,0.0,0.0,100.0,0.0,0.0,100.0,277.0,4.0,22.0
2018,LETRAS - PORTUGUÊS E ITALIANO,1299976,,,4.0,CLA,42.0,0.0,4.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,3.508771929824561,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,76.0,0.0,6.0
2018,LETRAS - PORTUGUÊS E JAPONÊS,1114231,,,4.0,CLA,14.0,0.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,24.0,0.0,1.0
2018,LETRAS - PORTUGUÊS E LATIM,1114230,,,4.0,CLA,51.0,0.0,9.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,40.0,0.0,0.0,80.0,0.0,0.0,60.0,0.0,0.0,100.0,79.0,0.0,11.0
2018,LETRAS - PORTUGUÊS E LITERATURAS DE LÍNGUA PORTUGUESA,1114224,,,4.0,CLA,336.0,29.0,51.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,2.540834845735027,0.0,75.0,0.0,0.0,62.5,0.0,0.0,100.0,0.0,0.0,37.5,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,87.5,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,643.0,53.0,72.0
2018,LETRAS - PORTUGUÊS E RUSSO,1114223,,,4.0,CLA,6.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,30.0,83.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,13.0,0.0,0.0
2018,LETRAS - PORTUGUÊS E ÁRABE,1114222,,,4.0,CLA,9.0,1.0,1.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,28.57142857142857,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142857142857,50.0,0.0,92.85714285714286,0.0,5.555555555555555,0.0,50.0,0.0,0.0,0.0,16.666666666666664,50.0,0.0,0.0,0.0,50.0,21.0,1.0,1.0
2018,MATEMÁTICA,14328,,,4.0,CCMN,176.0,52.0,17.0,24.904214559386972,67.73946945952144,19.41747572815534,11.877394636015326,69.36778533751242,3.8834951456310676,13.409961685823754,50.951762097698946,6.796116504854369,0.0,0.0,8.737864077669903,4.597701149425287,36.51097010931886,0.0,8.42911877394636,58.45883342252123,2.912621359223301,4.597701149425287,33.02499808883114,0.9708737864077669,16.47509578544061,40.860790459445,16.50485436893204,8.045977011494253,37.90230104732055,9.70873786407767,3.065134099616858,12.284993502025841,0.9708737864077669,5.747126436781609,28.958030731595453,6.796116504854369,20.689655172413794,65.39255408607906,10.679611650485436,4.21455938697318,26.794587569757667,8.737864077669903,294.0,98.0,20.0
2018,MATEMÁTICA,314328,,,4.0,CCMN,39.0,16.0,7.0,34.54545454545455,33.782267115600455,37.03703703703704,21.818181818181817,42.19977553310886,14.814814814814813,12.727272727272727,29.405162738496067,22.22222222222222,0.0,6.285072951739617,0.0,14.545454545454545,31.088664421997752,3.7037037037037033,23.636363636363637,38.49607182940515,11.11111111111111,9.090909090909092,30.864197530864196,0.0,10.909090909090908,29.966329966329962,25.925925925925924,5.454545454545454,15.26374859708193,22.22222222222222,0.0,6.397306397306396,0.0,21.818181818181817,42.31200897867564,7.4074074074074066,20.0,12.794612794612794,37.03703703703704,14.545454545454545,59.25925925925925,0.0,63.0,27.0,10.0
2018,MATEMÁTICA APLICADA,71061,,,4.0,CCMN,55.0,15.0,11.0,15.151515151515152,47.30792498487599,44.827586206896555,12.121212121212121,9.497882637628553,27.586206896551722,3.0303030303030303,40.411373260738046,17.24137931034483,0.0,4.053236539624924,0.0,6.0606060606060606,11.978221415607985,0.0,13.636363636363635,26.19479733817302,6.896551724137931,7.575757575757576,15.72897761645493,0.0,1.5151515151515151,29.21960072595281,37.93103448275862,4.545454545454546,8.22746521476104,34.48275862068966,3.0303030303030303,8.106473079249849,0.0,1.5151515151515151,0.0,6.896551724137931,15.151515151515152,49.18330308529946,31.03448275862069,0.0,3.4482758620689653,13.793103448275861,83.0,27.0,13.0
2018,MEDICINA,14359,,,6.0,CCS,731.0,119.0,150.0,1.2785388127853883,0.0,100.0,0.6392694063926941,55.76810045418114,30.456852791878177,1.095890410958904,0.0,55.32994923857868,0.0,0.0,14.720812182741117,0.365296803652968,0.0,5.0761421319796955,0.821917808219178,4.993563743229787,24.36548223350254,0.182648401826484,0.0,4.568527918781726,0.45662100456621,0.0,76.14213197969542,0.0,0.0,66.49746192893402,0.0,0.0,3.0456852791878175,0.182648401826484,0.0,16.751269035532996,0.91324200913242,3.6480217618342117,39.59390862944163,0.365296803652968,0.0,60.913705583756354,1302.0,221.0,198.0
2018,METEOROLOGIA,14325,,,4.0,CCMN,97.0,21.0,16.0,25.0,50.71523936677475,38.775510204081634,11.18421052631579,40.01525843982453,14.285714285714285,12.5,46.38565706656495,8.16326530612245,1.3157894736842104,0.0,16.3265306122449,7.236842105263158,22.506198741178714,4.081632653061225,8.552631578947368,39.90082014114058,6.122448979591836,3.9473684210526314,15.048636276940686,6.122448979591836,16.447368421052634,23.76502002670227,32.6530612244898,8.552631578947368,14.724394430669463,22.448979591836736,1.3157894736842104,5.1115773412168615,4.081632653061225,9.210526315789473,16.78428380698074,10.204081632653061,15.131578947368421,47.28209040625596,10.204081632653061,9.868421052631579,16.55540720961282,28.57142857142857,154.0,40.0,19.0
2018,MÙSICA - REGÊNCIA CORAL,122390,,,5.0,CLA,13.0,0.0,4.0,7.142857142857142,0.0,80.0,7.142857142857142,25.0,20.0,7.142857142857142,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142,0.0,80.0,0.0,12.5,60.0,0.0,0.0,0.0,0.0,0.0,20.0,7.142857142857142,35.0,20.0,0.0,0.0,60.0,13.0,0.0,4.0
2018,MÚSICA,85786,,,4.0,CLA,83.0,14.0,10.0,16.551724137931036,40.43478260869565,50.0,3.4482758620689653,43.20652173913044,18.75,8.96551724137931,26.358695652173914,18.75,4.137931034482759,0.0,12.5,0.6896551724137931,18.42391304347826,6.25,1.3793103448275863,25.706521739130437,18.75,0.0,11.005434782608695,9.375,15.172413793103448,22.66304347826087,31.25,8.96551724137931,13.750000000000002,31.25,2.0689655172413794,14.619565217391303,3.125,1.3793103448275863,14.021739130434781,12.5,13.10344827586207,25.353260869565215,34.375,3.4482758620689653,23.777173913043477,15.625,148.0,27.0,16.0
2018,MÚSICA - BANDOLIM,1114300,,,4.0,CLA,3.0,0.0,2.0,0.0,,,0.0,,,33.33333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,33.33333333333333,,,0.0,,,0.0,,,0.0,,,3.0,0.0,2.0
2018,MÚSICA - CANTO,35558,,,4.0,CLA,36.0,6.0,5.0,7.317073170731707,31.313131313131315,66.66666666666666,7.317073170731707,0.0,11.11111111111111,0.0,43.0976430976431,44.44444444444444,0.0,0.0,11.11111111111111,2.4390243902439024,0.0,11.11111111111111,2.4390243902439024,0.0,11.11111111111111,0.0,0.0,11.11111111111111,4.878048780487805,42.76094276094277,55.55555555555556,0.0,32.659932659932664,22.22222222222222,2.4390243902439024,0.0,22.22222222222222,0.0,0.0,11.11111111111111,4.878048780487805,0.0,33.33333333333333,2.4390243902439024,32.323232323232325,33.33333333333333,47.0,9.0,6.0
2018,MÚSICA - CLARINETA,45202,,,4.0,CLA,7.0,1.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,9.0,1.0,2.0
2018,MÚSICA - COMPOSIÇÃO,33821,,,5.0,CLA,36.0,6.0,3.0,0.0,17.77777777777778,60.0,0.0,26.666666666666668,0.0,3.3333333333333335,82.22222222222221,20.0,0.0,0.0,40.0,0.0,0.0,0.0,3.3333333333333335,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.7407407407407393,60.0,0.0,20.740740740740744,40.0,0.0,0.0,0.0,0.0,22.962962962962962,0.0,0.0,17.77777777777778,60.0,0.0,0.0,0.0,38.0,6.0,3.0
2018,MÚSICA - CRAVO,99324,,,4.0,CLA,0.0,0.0,0.0,100.0,,,0.0,,,100.0,,,0.0,,,0.0,,,0.0,,,0.0,,,100.0,,,100.0,,,0.0,,,0.0,,,100.0,,,0.0,,,0.0,0.0,0.0
2018,MÚSICA - FAGOTE,45135,,,4.0,CLA,1.0,0.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,4.0,1.0,1.0
2018,MÚSICA - FLAUTA,45137,,,4.0,CLA,4.0,1.0,0.0,20.0,44.99999999999999,50.0,20.0,55.00000000000001,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,50.0,10.0,44.99999999999999,50.0,10.0,55.00000000000001,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,50.0,0.0,50.0,0.0,10.0,0.0,50.0,10.0,100.0,0.0,10.0,2.0,1.0
2018,MÚSICA - HARPA,45128,,,4.0,CLA,3.0,0.0,1.0,16.666666666666664,0.0,100.0,0.0,100.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,16.666666666666664,0.0,100.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,16.666666666666664,0.0,100.0,0.0,100.0,0.0,5.0,0.0,1.0
2018,MÚSICA - INSTRUMENTO DE PERCUSSÃO,45148,,,4.0,CLA,4.0,2.0,2.0,25.0,,,0.0,,,25.0,,,0.0,,,0.0,,,0.0,,,0.0,,,25.0,,,25.0,,,0.0,,,0.0,,,25.0,,,0.0,,,7.0,4.0,2.0
2018,MÚSICA - OBOÉ,45149,,,4.0,CLA,1.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,1.0,0.0
2018,MÚSICA - PIANO,45145,,,4.0,CLA,26.0,6.0,4.0,20.689655172413794,25.925925925925924,71.42857142857143,6.896551724137931,0.0,28.57142857142857,17.24137931034483,41.269841269841265,42.857142857142854,0.0,0.0,0.0,0.0,0.0,14.285714285714285,3.4482758620689653,0.0,14.285714285714285,3.4482758620689653,0.0,14.285714285714285,17.24137931034483,40.74074074074074,57.14285714285714,6.896551724137931,0.0,14.285714285714285,3.4482758620689653,0.0,0.0,0.0,0.0,42.857142857142854,24.137931034482758,11.64021164021164,71.42857142857143,0.0,14.814814814814813,0.0,29.0,6.0,5.0
2018,MÚSICA - REGÊNCIA DE BANDA,1114302,,,4.0,CLA,5.0,1.0,2.0,20.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,100.0,0.0,0.0,0.0,5.0,1.0,2.0
2018,MÚSICA - REGÊNCIA ORQUESTRAL,122392,,,5.0,CLA,10.0,2.0,0.0,9.090909090909092,85.57692307692307,12.5,0.0,14.423076923076922,12.5,0.0,57.692307692307686,0.0,9.090909090909092,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,12.5,9.090909090909092,87.49999999999999,0.0,0.0,62.499999999999986,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,66.34615384615384,12.5,9.090909090909092,26.923076923076923,0.0,12.0,2.0,1.0
2018,MÚSICA - SAXOFONE,45150,,,4.0,CLA,5.0,1.0,2.0,12.5,0.0,100.0,0.0,0.0,66.66666666666666,12.5,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,33.33333333333333,12.5,16.666666666666668,66.66666666666666,12.5,33.333333333333336,0.0,12.5,0.0,0.0,0.0,0.0,100.0,12.5,0.0,100.0,0.0,0.0,0.0,8.0,1.0,3.0
2018,MÚSICA - TROMBONE,45132,,,4.0,CLA,1.0,0.0,1.0,25.0,40.0,50.0,25.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,80.0,0.0,25.0,80.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,60.0,0.0,25.0,20.000000000000007,50.0,0.0,0.0,0.0,4.0,1.0,1.0
2018,MÚSICA - TROMPA,45133,,,4.0,CLA,3.0,0.0,2.0,33.33333333333333,0.0,100.0,16.666666666666664,0.0,100.0,16.666666666666664,0.0,0.0,0.0,0.0,50.0,16.666666666666664,0.0,100.0,16.666666666666664,0.0,100.0,0.0,0.0,100.0,16.666666666666664,0.0,100.0,16.666666666666664,0.0,50.0,0.0,0.0,100.0,16.666666666666664,0.0,50.0,33.33333333333333,0.0,100.0,0.0,0.0,50.0,5.0,1.0,4.0
2018,MÚSICA - TUBA,45201,,,4.0,CLA,3.0,1.0,1.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,2.0,1.0
2018,MÚSICA - VIOLA,45134,,,4.0,CLA,5.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,3.0
2018,MÚSICA - VIOLINO,45136,,,4.0,CLA,11.0,3.0,1.0,14.285714285714285,64.58333333333333,33.33333333333333,7.142857142857142,0.0,33.33333333333333,0.0,70.83333333333333,0.0,7.142857142857142,0.0,0.0,7.142857142857142,35.416666666666664,0.0,7.142857142857142,35.416666666666664,0.0,7.142857142857142,0.0,0.0,7.142857142857142,31.249999999999993,33.33333333333333,0.0,33.33333333333333,0.0,0.0,35.416666666666664,0.0,14.285714285714285,33.33333333333333,0.0,14.285714285714285,0.0,33.33333333333333,0.0,66.66666666666666,0.0,17.0,5.0,1.0
2018,MÚSICA - VIOLÃO,45142,,,4.0,CLA,18.0,3.0,2.0,16.666666666666664,0.0,100.0,0.0,0.0,100.0,10.0,0.0,100.0,6.666666666666667,0.0,0.0,0.0,0.0,100.0,3.3333333333333335,0.0,100.0,0.0,0.0,100.0,13.333333333333334,0.0,100.0,0.0,0.0,100.0,6.666666666666667,0.0,0.0,6.666666666666667,0.0,100.0,16.666666666666664,0.0,100.0,0.0,0.0,0.0,28.0,3.0,4.0
2018,MÚSICA - ÓRGÃO,45197,,,4.0,CLA,2.0,1.0,1.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,1.0,1.0
2018,NANOTECNOLOGIA,1114290,,,4.0,CCS,63.0,16.0,15.0,13.636363636363635,48.57142857142857,51.42857142857142,11.363636363636363,32.83582089552239,14.285714285714285,2.272727272727273,14.285714285714285,37.142857142857146,0.0,0.0,0.0,9.090909090909092,22.473347547974416,2.857142857142857,9.090909090909092,33.00639658848613,8.571428571428571,6.8181818181818175,14.285714285714285,8.571428571428571,4.545454545454546,14.285714285714285,42.857142857142854,0.0,2.857142857142857,40.0,0.0,2.857142857142857,2.857142857142857,10.227272727272728,25.71428571428571,5.714285714285714,9.090909090909092,51.42857142857142,31.428571428571427,4.545454545454546,0.0,20.0,110.0,34.0,18.0
