,NU_ANO_CENSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,IN_CAPITAL,TP_DIMENSAO,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,TP_REDE,CO_IES,NO_CURSO,CO_CURSO,NO_CINE_ROTULO,CO_CINE_ROTULO2,CO_CINE_AREA_GERAL,NO_CINE_AREA_GERAL,CO_CINE_AREA_ESPECIFICA,NO_CINE_AREA_ESPECIFICA,CO_CINE_AREA_DETALHADA,NO_CINE_AREA_DETALHADA,TP_GRAU_ACADEMICO,IN_GRATUITO,TP_MODALIDADE_ENSINO,TP_NIVEL_ACADEMICO,QT_CURSO,QT_VG_TOTAL,QT_VG_TOTAL_DIURNO,QT_VG_TOTAL_NOTURNO,QT_VG_TOTAL_EAD,QT_VG_NOVA,QT_VG_PROC_SELETIVO,QT_VG_REMANESC,QT_VG_PROG_ESPECIAL,QT_INSCRITO_TOTAL,QT_INSCRITO_TOTAL_DIURNO,QT_INSCRITO_TOTAL_NOTURNO,QT_INSCRITO_TOTAL_EAD,QT_INSC_VG_NOVA,QT_INSC_PROC_SELETIVO,QT_INSC_VG_REMANESC,QT_INSC_VG_PROG_ESPECIAL,QT_ING,QT_ING_FEM,QT_ING_MASC,QT_ING_DIURNO,QT_ING_NOTURNO,QT_ING_VG_NOVA,QT_ING_VESTIBULAR,QT_ING_ENEM,QT_ING_AVALIACAO_SERIADA,QT_ING_SELECAO_SIMPLIFICA,QT_ING_EGR,QT_ING_OUTRO_TIPO_SELECAO,QT_ING_PROC_SELETIVO,QT_ING_VG_REMANESC,QT_ING_VG_PROG_ESPECIAL,QT_ING_OUTRA_FORMA,QT_ING_0_17,QT_ING_18_24,QT_ING_25_29,QT_ING_30_34,QT_ING_35_39,QT_ING_40_49,QT_ING_50_59,QT_ING_60_MAIS,QT_ING_BRANCA,QT_ING_PRETA,QT_ING_PARDA,QT_ING_AMARELA,QT_ING_INDIGENA,QT_ING_CORND,QT_MAT,QT_MAT_FEM,QT_MAT_MASC,QT_MAT_DIURNO,QT_MAT_NOTURNO,QT_MAT_0_17,QT_MAT_18_24,QT_MAT_25_29,QT_MAT_30_34,QT_MAT_35_39,QT_MAT_40_49,QT_MAT_50_59,QT_MAT_60_MAIS,QT_MAT_BRANCA,QT_MAT_PRETA,QT_MAT_PARDA,QT_MAT_AMARELA,QT_MAT_INDIGENA,QT_MAT_CORND,QT_CONC,QT_CONC_FEM,QT_CONC_MASC,QT_CONC_DIURNO,QT_CONC_NOTURNO,QT_CONC_0_17,QT_CONC_18_24,QT_CONC_25_29,QT_CONC_30_34,QT_CONC_35_39,QT_CONC_40_49,QT_CONC_50_59,QT_CONC_60_MAIS,QT_CONC_BRANCA,QT_CONC_PRETA,QT_CONC_PARDA,QT_CONC_AMARELA,QT_CONC_INDIGENA,QT_CONC_CORND,QT_ING_NACBRAS,QT_ING_NACESTRANG,QT_MAT_NACBRAS,QT_MAT_NACESTRANG,QT_CONC_NACBRAS,QT_CONC_NACESTRANG,QT_ALUNO_DEFICIENTE,QT_ING_DEFICIENTE,QT_MAT_DEFICIENTE,QT_CONC_DEFICIENTE,QT_ING_FINANC,QT_ING_FINANC_REEMB,QT_ING_FIES,QT_ING_RPFIES,QT_ING_FINANC_REEMB_OUTROS,QT_ING_FINANC_NREEMB,QT_ING_PROUNII,QT_ING_PROUNIP,QT_ING_NRPFIES,QT_ING_FINANC_NREEMB_OUTROS,QT_MAT_FINANC,QT_MAT_FINANC_REEMB,QT_MAT_FIES,QT_MAT_RPFIES,QT_MAT_FINANC_REEMB_OUTROS,QT_MAT_FINANC_NREEMB,QT_MAT_PROUNII,QT_MAT_PROUNIP,QT_MAT_NRPFIES,QT_MAT_FINANC_NREEMB_OUTROS,QT_CONC_FINANC,QT_CONC_FINANC_REEMB,QT_CONC_FIES,QT_CONC_RPFIES,QT_CONC_FINANC_REEMB_OUTROS,QT_CONC_FINANC_NREEMB,QT_CONC_PROUNII,QT_CONC_PROUNIP,QT_CONC_NRPFIES,QT_CONC_FINANC_NREEMB_OUTROS,QT_ING_RESERVA_VAGA,QT_ING_RVREDEPUBLICA,QT_ING_RVETNICO,QT_ING_RVPDEF,QT_ING_RVSOCIAL_RF,QT_ING_RVOUTROS,QT_MAT_RESERVA_VAGA,QT_MAT_RVREDEPUBLICA,QT_MAT_RVETNICO,QT_MAT_RVPDEF,QT_MAT_RVSOCIAL_RF,QT_MAT_RVOUTROS,QT_CONC_RESERVA_VAGA,QT_CONC_RVREDEPUBLICA,QT_CONC_RVETNICO,QT_CONC_RVPDEF,QT_CONC_RVSOCIAL_RF,QT_CONC_RVOUTROS,QT_SIT_TRANCADA,QT_SIT_DESVINCULADO,QT_SIT_TRANSFERIDO,QT_SIT_FALECIDO,QT_ING_PROCESCPUBLICA,QT_ING_PROCESCPRIVADA,QT_ING_PROCNAOINFORMADA,QT_MAT_PROCESCPUBLICA,QT_MAT_PROCESCPRIVADA,QT_MAT_PROCNAOINFORMADA,QT_CONC_PROCESCPUBLICA,QT_CONC_PROCESCPRIVADA,QT_CONC_PROCNAOINFORMADA,QT_PARFOR,QT_ING_PARFOR,QT_MAT_PARFOR,QT_CONC_PARFOR,QT_APOIO_SOCIAL,QT_ING_APOIO_SOCIAL,QT_MAT_APOIO_SOCIAL,QT_CONC_APOIO_SOCIAL,QT_ATIV_EXTRACURRICULAR,QT_ING_ATIV_EXTRACURRICULAR,QT_MAT_ATIV_EXTRACURRICULAR,QT_CONC_ATIV_EXTRACURRICULAR,QT_MOB_ACADEMICA,QT_ING_MOB_ACADEMICA,QT_MAT_MOB_ACADEMICA,QT_CONC_MOB_ACADEMICA
190189,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,FILOSOFIA,14346,Filosofia formação de professor,"""0114F01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,46,76,122,0,0,54,18,18,9,12,7,4,55,22,35,0,0,10,13,7,6,13,0,0,3,3,2,2,0,1,2,8,2,2,0,0,1,0,0,122,0,13,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,35,0,36,0,7,7,2,0,3,0,38,5,0,0,0,0,0,74,39,9,8,4,1,1,0,1,0,165,0,122,13,28,0,28,2,0,0,0,0
190190,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,FILOSOFIA,314346,Filosofia,"""0223F01""",2,Artes e humanidades,22,Humanidades (exceto línguas),223,Filosofia e ética,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,22,49,71,0,0,29,7,8,5,8,8,6,43,6,15,0,0,7,14,4,10,14,0,0,10,1,0,1,1,1,0,9,0,4,0,0,1,0,0,70,1,14,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,12,0,6,0,3,3,2,0,2,0,45,0,2,0,0,0,0,32,28,11,4,9,1,0,0,0,0,118,0,71,14,10,0,7,0,0,0,0,0
190191,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,FISIOTERAPIA,14373,Fisioterapia,"""0915F01""",9,Saúde e bem-estar,91,Saúde,915,"Promoção, prevenção, terapia e reabilitação",1.0,1,1,1,1,99,99,0,0,88,0,11,0,5313,5313,0,0,5295,0,18,0,87,59,28,87,0,87,0,87,0,0,0,0,0,0,0,0,1,78,5,3,0,0,0,0,24,6,34,0,0,23,395,296,99,395,0,1,322,57,9,2,1,3,0,161,44,135,4,0,51,71,58,13,71,0,0,46,22,1,1,0,1,0,32,7,25,1,0,6,87,0,395,0,71,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,25,0,23,0,199,199,111,0,96,0,33,33,18,0,14,0,36,7,0,0,46,41,0,213,182,0,37,34,0,0,0,0,0,438,87,395,71,220,6,214,28,0,0,0,0
190192,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,FONOAUDIOLOGIA,14376,Fonoaudiologia,"""0915F02""",9,Saúde e bem-estar,91,Saúde,915,"Promoção, prevenção, terapia e reabilitação",1.0,1,1,1,1,93,93,0,0,88,0,5,0,2006,2006,0,0,2001,0,5,0,89,77,12,89,0,88,0,88,0,0,0,0,0,0,0,1,0,77,6,1,2,2,0,1,33,13,27,1,0,15,362,316,46,362,0,0,291,41,12,8,6,2,2,151,51,115,3,0,42,70,63,7,70,0,0,51,11,4,1,2,1,0,36,5,24,1,0,4,89,0,360,2,70,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,24,0,22,0,175,175,99,2,83,0,28,28,15,0,12,0,53,7,2,0,47,42,0,191,168,3,35,34,1,0,0,0,0,424,89,362,70,27,0,25,5,0,0,0,0
190193,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,FÍSICA,14323,Física,"""0533F01""",5,"Ciências naturais, matemática e estatística",53,Ciências físicas,533,Física,1.0,1,1,1,1,56,56,0,0,40,0,16,0,380,380,0,0,364,0,16,0,53,16,37,53,0,40,0,40,0,0,0,0,0,12,0,1,2,47,2,1,1,0,0,0,19,6,13,1,0,14,159,48,111,159,0,2,133,22,1,1,0,0,0,77,20,37,1,0,24,12,0,12,12,0,0,7,5,0,0,0,0,0,11,0,0,0,0,1,53,0,159,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,15,0,10,0,70,70,39,0,31,0,3,3,0,0,0,0,34,2,4,0,28,25,0,79,80,0,4,8,0,0,0,0,0,199,53,159,12,53,4,50,4,0,0,0,0
190194,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,FÍSICA,44363,Física formação de professor,"""0114F02""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,79,0,79,0,70,0,9,0,583,0,583,0,575,0,8,0,74,20,54,0,74,70,0,70,0,0,0,0,0,4,0,0,0,53,10,4,4,3,0,0,24,3,28,1,0,18,252,69,183,0,252,0,160,36,23,16,11,5,1,103,27,92,2,0,28,10,3,7,0,10,0,3,3,3,1,0,0,0,6,1,2,0,0,1,74,0,252,0,10,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,18,0,16,0,119,119,65,0,52,0,3,3,1,0,0,0,102,8,4,0,45,29,0,145,97,10,4,4,2,0,0,0,0,366,74,252,10,29,0,25,2,0,0,0,0
190195,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,FÍSICA MÉDICA,29307,Física médica,"""0533F03""",5,"Ciências naturais, matemática e estatística",53,Ciências físicas,533,Física,1.0,1,1,1,1,37,37,0,0,30,0,7,0,256,256,0,0,252,0,4,0,35,22,13,35,0,32,0,32,0,0,0,0,0,3,0,0,0,31,1,2,0,0,1,0,14,4,8,0,0,9,101,59,42,101,0,0,74,16,5,3,2,1,0,43,15,29,2,0,12,4,1,3,4,0,0,0,4,0,0,0,0,0,2,1,1,0,0,0,35,0,101,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,9,0,8,0,47,47,27,0,27,0,2,2,1,0,0,0,23,3,2,0,15,20,0,52,49,0,2,2,0,0,0,0,0,129,35,101,4,35,5,31,0,0,0,0,0
190196,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,GASTRONOMIA,1125886,Gastronomia,"""1013G01""",10,Serviços,101,Serviços pessoais,1013,Serviços de alimentação,1.0,1,1,1,1,54,54,0,0,50,0,4,0,3056,3056,0,0,3049,0,7,0,53,26,27,53,0,52,0,52,0,0,0,0,0,1,0,0,0,43,5,3,2,0,0,0,19,8,15,0,0,11,233,122,111,233,0,0,150,54,12,10,4,1,2,101,34,68,4,1,25,20,13,7,20,0,0,8,11,1,0,0,0,0,10,2,7,0,0,1,53,0,233,0,20,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,17,0,14,0,112,112,67,2,57,0,8,8,3,0,2,0,57,2,0,0,28,25,0,119,114,0,9,11,0,0,0,0,0,292,53,233,20,91,1,85,7,0,0,0,0
190197,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,GEOGRAFIA,14326,Geografia formação de professor,"""0114G01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,63,0,63,0,45,0,18,0,415,0,415,0,378,0,37,0,54,31,23,0,54,44,0,44,0,0,0,0,0,10,0,0,0,45,7,1,0,1,0,0,25,11,13,0,0,5,289,121,168,0,289,0,170,76,18,9,11,4,1,130,49,88,1,1,20,35,20,15,0,35,0,13,15,1,4,0,2,0,25,4,6,0,0,0,54,0,289,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,13,0,13,0,127,127,70,0,65,0,9,9,2,0,3,0,35,3,0,0,30,24,0,155,126,8,19,15,1,0,0,0,0,327,54,289,35,51,0,49,4,0,0,0,0
190198,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,GEOGRAFIA,314326,Geografia,"""0312G01""",3,"Ciências sociais, comunicação e informação",31,Ciências sociais e comportamentais,312,Ciências sociais e políticas,1.0,1,1,1,1,50,50,0,0,35,0,15,0,500,500,0,0,474,0,26,0,45,23,22,45,0,35,0,35,0,0,0,0,0,10,0,0,0,44,1,0,0,0,0,0,21,3,10,0,0,11,152,72,80,152,0,0,116,23,5,3,3,1,1,79,16,39,2,1,15,25,11,14,25,0,0,14,9,1,1,0,0,0,12,4,6,1,1,1,45,0,150,2,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,9,0,9,0,59,59,32,0,30,0,8,8,7,0,3,0,46,4,0,0,24,21,0,73,77,2,11,14,0,0,0,0,0,202,45,152,25,62,5,57,10,0,0,0,0
190199,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,GEOLOGIA,14327,Geologia,"""0532G02""",5,"Ciências naturais, matemática e estatística",53,Ciências físicas,532,Ciências da terra,1.0,1,1,1,1,43,43,0,0,30,0,13,0,345,345,0,0,332,0,13,0,36,18,18,36,0,29,0,29,0,0,0,0,0,7,0,0,0,33,2,1,0,0,0,0,15,6,8,0,0,7,228,105,123,228,0,0,140,73,12,2,1,0,0,126,34,52,1,0,15,34,17,17,34,0,0,7,23,4,0,0,0,0,16,4,13,1,0,0,36,0,225,3,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,12,0,10,0,94,94,51,0,47,0,14,14,7,0,4,0,25,4,0,0,20,16,0,101,121,6,16,15,3,0,0,0,0,257,36,228,34,107,14,100,1,0,0,0,0
190200,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,GESTÃO PÚBLICA PARA O DESENVOLVIMENTO ECONÔMICO E SOCIAL,1114296,Gestão pública,"""0413G12""",4,"Negócios, administração e direito",41,Negócios e administração,413,Gestão e administração,1.0,1,1,1,1,141,141,0,0,100,0,41,0,946,946,0,0,941,0,5,0,102,57,45,102,0,99,0,99,0,0,0,0,0,3,0,0,0,94,7,0,0,0,1,0,37,11,30,0,0,24,368,224,144,368,0,0,259,75,18,7,4,5,0,154,63,103,5,2,41,36,16,20,36,0,0,12,16,6,2,0,0,0,15,4,10,2,1,4,102,0,367,1,36,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,28,0,26,0,179,179,105,2,99,0,15,15,8,0,7,0,107,12,4,0,53,49,0,190,170,8,18,15,3,0,0,0,0,491,102,368,36,106,0,95,1,0,0,0,0
190201,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,HISTÓRIA,107716,História,"""0222H01""",2,Artes e humanidades,22,Humanidades (exceto línguas),222,História e arqueologia,1.0,1,1,1,1,60,24,36,0,50,0,10,0,687,276,411,0,682,0,5,0,50,32,18,19,31,49,0,49,0,0,0,0,0,1,0,0,0,35,5,2,3,3,2,0,19,12,13,0,0,6,678,369,309,373,305,0,419,135,43,21,29,24,7,319,119,179,6,2,53,83,45,38,45,38,0,38,30,8,3,1,1,2,37,15,25,2,0,4,50,0,678,0,83,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,18,0,13,0,318,318,180,1,155,0,35,35,17,0,11,0,175,10,96,0,28,22,0,372,287,19,43,35,5,0,0,0,0,959,50,678,83,106,1,96,8,1,0,1,0
190202,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,HISTÓRIA,107717,História formação de professor,"""0114H01""",1,Educação,11,Educação,114,Formação de professores em áreas específicas (exceto Letras),2.0,1,1,1,1,250,135,115,0,150,0,100,0,2366,1286,1080,0,2266,0,100,0,245,140,105,132,113,147,0,147,0,0,0,0,0,98,0,0,1,213,19,7,3,2,0,0,102,41,71,0,1,30,227,128,99,122,105,1,185,19,13,4,5,0,0,101,38,64,0,1,23,12,6,6,10,2,0,2,2,6,1,1,0,0,9,0,3,0,0,0,245,0,227,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,71,0,68,0,117,117,64,0,61,0,6,6,2,0,2,0,40,6,0,0,137,108,0,123,102,2,6,6,0,1,0,1,0,273,245,227,12,6,6,6,0,0,0,0,0
190203,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,HISTÓRIA DA ARTE,113332,História da arte,"""0213H01""",2,Artes e humanidades,21,Artes,213,Belas artes,1.0,1,1,1,1,79,79,0,0,70,0,9,0,917,917,0,0,913,0,4,0,72,52,20,72,0,70,0,70,0,0,0,0,0,2,0,0,0,65,3,1,1,0,1,1,28,11,18,0,0,15,311,236,75,311,0,0,198,67,27,8,4,5,2,145,55,70,3,1,37,29,27,2,29,0,0,6,14,8,1,0,0,0,16,5,4,0,0,4,72,0,311,0,29,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,19,0,18,0,141,141,71,0,66,0,9,9,1,0,2,0,106,12,2,0,39,33,0,166,131,14,13,10,6,0,0,0,0,431,72,311,29,114,0,101,5,0,0,0,0
190204,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,JORNALISMO,25835,Jornalismo,"""0321J01""",3,"Ciências sociais, comunicação e informação",32,Comunicação e informação,321,Comunicação e reportagem,1.0,1,1,1,1,151,151,0,0,80,0,71,0,3534,3534,0,0,3463,0,71,0,138,86,52,138,0,80,0,80,0,0,0,0,0,57,0,1,1,129,7,1,0,0,0,0,71,22,25,0,0,20,436,292,144,436,0,1,374,47,7,3,3,1,0,222,55,112,3,0,44,54,35,19,54,0,0,37,14,2,0,1,0,0,31,3,15,1,0,4,138,0,436,0,54,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,35,1,32,0,214,214,125,4,102,0,25,25,15,0,12,0,53,7,0,0,65,73,0,229,207,0,26,28,0,0,0,0,0,496,138,436,54,196,51,184,12,7,1,7,0
190205,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,LETRAS - LIBRAS,1266924,Letras língua brasileira de sinais,"""0231L08""",2,Artes e humanidades,23,Línguas,231,Letras,1.0,1,1,1,1,70,0,70,0,30,0,40,0,10,0,10,0,10,0,0,0,8,8,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,3,3,1,0,0,1,45,33,12,0,45,0,8,11,10,3,8,4,1,15,13,14,1,0,2,9,6,3,0,9,0,1,3,3,1,1,0,0,1,4,4,0,0,0,8,0,45,0,9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,9,0,7,0,4,4,4,0,3,0,16,0,1,0,6,2,0,22,23,0,6,3,0,0,0,0,0,62,8,45,9,30,0,26,5,0,0,0,0
190206,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,LETRAS - LIBRAS,1266925,Letras língua brasileira de sinais formação de professor,"""0115L07""",1,Educação,11,Educação,115,Formação de professores de letras,2.0,1,1,1,1,56,0,56,0,30,0,26,0,24,0,24,0,23,0,1,0,16,10,6,0,16,15,0,15,0,0,0,0,0,1,0,0,0,3,3,0,1,5,4,0,5,3,4,2,0,2,86,53,33,0,86,0,11,11,15,24,18,7,0,30,15,37,2,0,2,22,16,6,0,22,0,2,3,3,9,4,1,0,6,5,11,0,0,0,16,0,86,0,22,0,45,12,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,2,4,0,28,28,21,1,17,0,10,10,9,0,6,0,23,0,0,0,13,3,0,38,48,0,11,11,0,12,0,6,4,109,16,86,22,42,1,38,11,0,0,0,0
190207,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,LETRAS - PORTUGUÊS E ALEMÃO,107788,Letras português alemão,"""0231L13""",2,Artes e humanidades,23,Línguas,231,Letras,1.0,1,1,1,1,18,18,0,0,14,0,4,0,124,124,0,0,124,0,0,0,14,11,3,14,0,14,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,2,6,0,0,3,38,29,9,38,0,0,24,6,2,4,1,0,1,19,3,10,1,0,5,7,4,3,7,0,0,2,1,0,2,1,0,1,5,0,0,1,0,1,14,0,38,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,4,0,10,10,8,0,4,0,0,0,0,0,0,0,17,0,0,0,9,5,0,19,17,2,1,4,2,0,0,0,0,55,14,38,7,9,0,8,2,0,0,0,0
190208,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,LETRAS - PORTUGUÊS E ALEMÃO,1114221,Letras português alemão formação de professor,"""0115L11""",1,Educação,11,Educação,115,Formação de professores de letras,2.0,1,1,1,1,28,28,0,0,21,0,7,0,149,149,0,0,146,0,3,0,24,15,9,24,0,21,0,21,0,0,0,0,0,3,0,0,0,20,3,1,0,0,0,0,10,2,9,0,0,3,83,51,32,83,0,0,52,20,6,1,1,3,0,43,7,28,0,0,5,7,3,4,7,0,0,2,3,0,0,1,1,0,3,0,4,0,0,0,24,0,83,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,7,0,5,0,45,45,25,0,20,0,3,3,2,0,1,0,35,1,3,0,13,11,0,52,30,1,4,3,0,0,0,0,0,122,24,83,7,33,1,29,1,0,0,0,0
190209,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,LETRAS - PORTUGUÊS E ESPANHOL,107796,Letras português espanhol,"""0231L14""",2,Artes e humanidades,23,Línguas,231,Letras,1.0,1,1,1,1,32,32,0,0,24,0,8,0,196,196,0,0,194,0,2,0,24,20,4,24,0,22,0,22,0,0,0,0,0,2,0,0,0,19,5,0,0,0,0,0,9,6,7,1,0,1,46,38,8,46,0,0,27,11,5,2,0,0,1,26,9,8,1,0,2,6,4,2,6,0,0,4,0,2,0,0,0,0,6,0,0,0,0,0,24,0,46,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,8,0,6,0,23,23,11,0,12,0,2,2,0,0,1,0,24,2,1,0,17,7,0,29,13,4,4,1,1,0,0,0,0,73,24,46,6,7,0,7,1,0,0,0,0
190210,2020,Sudeste,3.0,Rio de Janeiro,RJ,33.0,Rio de Janeiro,3304557.0,1.0,1,1,1,1,586,LETRAS - PORTUGUÊS E ESPANHOL,1114225,Letras português espanhol formação de professor,"""0115L12""",1,Educação,11,Educação,115,Formação de professores de letras,2.0,1,1,1,1,49,49,0,0,36,0,13,0,403,403,0,0,396,0,7,0,42,33,9,42,0,36,0,36,0,0,0,0,0,6,0,0,1,34,5,0,0,1,1,0,12,6,15,1,0,8,189,151,38,189,0,1,122,30,12,13,3,6,2,66,36,63,2,1,21,17,15,2,17,0,0,9,4,1,1,1,1,0,8,3,6,0,0,0,42,0,187,2,17,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,13,0,13,0,86,86,54,1,50,0,6,6,3,0,2,0,54,4,7,0,23,19,0,99,84,6,8,8,1,1,0,1,1,254,42,189,17,60,3,57,6,1,0,1,0
